,fluxes,kcat,MW,kcat_MW,equ
S4FE4SR,7.294170989160262e-05,74931.37606800001,207.0084504544,361.9725470313878,fadh2_c + 2.0 h_c + sufbcd_2fe2s2_c --> fad_c + sufbcd_4fe4s_c
CCGS,0.0,18471.5717904,33.6984664766,548.1428005997408,atp_c + cdg_c + nh4_c --> adp_c + h2o_c + h_c + pi_c + preq0_c
SELtex_num1,0.0,,,,sel_e --> sel_p
SELR,0.0,13273.5237228,307.7962418525,43.124385284602816,mql8_c + sel_c --> h2o_c + mqn8_c + slnt_c
OGMEACPD,5.610900760892495e-07,0.0791999999999999,134.9799628221,0.000586753754736,hgmeACP_c --> egmeACP_c + h2o_c
EGMEACPR,5.610900760892495e-07,0.108,147.2078113334,0.0007336567198557,egmeACP_c + h_c + nadph_c --> gmeACP_c + nadp_c
OPMEACPR,5.610900760892495e-07,0.1224,135.0374164476,0.000906415445585,h_c + nadph_c + opmeACP_c --> hpmeACP_c + nadp_c
PMEACPE,5.610900760892495e-07,14.4,37.648634365,0.3824839929223818,h2o_c + pmeACP_c --> meoh_c + pimACP_c
ETOHtrpp,0.0,,,,etoh_p --> etoh_c
REPHACCOAI,0.0,19156.915782,37.5160287558,510.63282595011685,rephaccoa_c --> 2oxpaccoa_c
ACPPAT141,0.0,36607.03398,61.883498142,591.5475866603443,h_c + pi_c + tdeACP_c --> ACP_c + ttdceap_c
ACPPAT161,0.021100914491488407,40006.805724,61.883498142,646.4858471995071,h_c + hdeACP_c + pi_c --> ACP_c + hdceap_c
ACPPAT180,0.0,9699.0761304,61.883498142,156.73121949480245,h_c + ocdcaACP_c + pi_c --> ACP_c + ocdcap_c
APG3PAT160,0.017902701057779684,18407.6550684,29.3124434982,627.9809143011352,glyc3p_c + hdcap_c --> 1hdecg3p_c + h_c + pi_c
APG3PAT161,0.021100914491488407,9694.949292,29.3124434982,330.74517627966907,glyc3p_c + hdceap_c --> 1hdec9eg3p_c + h_c + pi_c
MEOHtex_num1,0.0,,,,meoh_e --> meoh_p
EX_5mtr_e,0.0,,,,5mtr_e --> 
APG3PAT180,0.0,47472.731856,29.3124434982,1619.5419484191134,glyc3p_c + ocdcap_c --> 1odecg3p_c + h_c + pi_c
ICYSDS,6.256154348395136e-05,36.0,119.105988367,0.3022518052499056,cys__L_c + iscs_c --> ala__L_c + iscssh_c
MECDPDH5_num1,0.000670222095888607,9667.0110888,79.7532926774,121.21143546891298,2mecdp_c + 2.0 flxr_c + h_c --> 2.0 flxso_c + h2mb4p_c + h2o_c
CDGR,0.0,18930.2496624,86.081380275,219.91108416157425,3.0 h_c + 2.0 nadph_c + preq0_c --> 2.0 nadp_c + preq1_c
RNTR1c2_num1,0.0,49229.876412000005,237.4513435633,207.32616490281623,atp_c + 2.0 flxr_c + 2.0 h_c --> datp_c + 2.0 flxso_c + h2o_c
RNTR2c2_num1,0.0,30111.1444692,320.1881303704,94.04203845522576,2.0 flxr_c + gtp_c + 2.0 h_c --> dgtp_c + 2.0 flxso_c + h2o_c
I4FE4SR,0.0,7.2,18.2908569678,0.3936392927174044,fadh2_c + 2.0 h_c + iscu_2fe2s2_c --> fad_c + iscu_4fe4s_c
S2FE2ST,7.8552610652495e-06,9301.2456636,242.141276409,38.41247474011534,4.0 h_c + sufbcd_2fe2s_c --> 2fe2s_c + sufbcd_c
BMOCOS,0.0,72.0,116.4056679685,0.6185265825671271,moco_c + mptamp_c --> amp_c + bmoco_c + cu2_c
BWCOS,0.0,10232.0731332,116.4056679685,87.90012816187658,mptamp_c + wco_c --> amp_c + bwco_c + cu2_c
RNTR3c2_num1,0.007579485292851627,34677.1410696,237.4027391169,146.06883306651554,ctp_c + 2.0 flxr_c + 2.0 h_c --> dctp_c + 2.0 flxso_c + h2o_c
RNTR4c2_num1,0.0,16403.761468800003,237.4513435633,69.08262224436339,2.0 flxr_c + 2.0 h_c + utp_c --> dutp_c + 2.0 flxso_c + h2o_c
BWCOGDS1,0.0,25790.6627568,28.5853579617,902.2333318811516,bwco_c + gtp_c + h_c --> bwco1gdp_c + ppi_c
BWCOGDS2,0.0,29065.074534000003,28.5853579617,1016.7818983740818,bwco1gdp_c + gtp_c + h_c --> bwcogdp_c + ppi_c
FLDR2_num1,0.02316993414706751,47286.670788,62.67213170029999,754.5087346657725,2.0 flxso_c + nadph_c --> 2.0 flxr_c + h_c + nadp_c
CDGS,0.0,,,,cph4_c + h_c --> cdg_c + nh4_c
5MTRtpp,0.0,,,,5mtr_c + h_c --> 5mtr_p + h_p
TTRCYCtex_num1,0.0,,,,ttrcyc_e --> ttrcyc_p
DHNPTE,0.0,19512.837234,143.9064071426,135.59394346260277,dhnpt_c --> dhmpt_c
DHMPTR,0.0,37100.232144,34.8001232359,1066.0948495069465,dhmpt_c + h_c + nadph_c --> nadp_c + thmnp_c
NOVBCNtpp_num1,0.0,,,,h_p + novbcn_p --> h_c + novbcn_e
CMtex_num1,0.0,,,,cm_e --> cm_p
TTRCYCtpp_num1,0.0,,,,h_p + ttrcyc_p --> h_c + ttrcyc_e
LALALGLUtex_num1,0.0,,,,LalaLglu_e --> LalaLglu_p
CBMD,0.0,,,,cbm_c + 2.0 h_c --> co2_c + nh4_c
LALADGLUtpp_num1,0.0,,,,LalaDglu_p + h_p --> LalaDglu_c + h_c
I2FE2SS,0.0,9421.2855612,137.39684533480002,68.56988265081925,fadh2_c + 2.0 fe2_c + 2.0 iscssh_c + iscu_c --> fad_c + 6.0 h_c + 2.0 iscs_c + iscu_2fe2s_c
I2FE2ST,-6.776263578034403e-21,9353.641428,79.3425322744,117.88937357899238,4.0 h_c + iscu_2fe2s_c --> 2fe2s_c + iscu_c
FESR,0.00219049565705243,71840.53476,32.8642662498,2185.97714045836,3fe4s_c + fe2_c --> 4fe4s_c
OXCOAHDH,0.0,73883.669328,96.4198630098,766.270216754929,2oxpaccoa_c + 2.0 h2o_c + nadp_c --> 3oxdhscoa_c + 2.0 h_c + nadph_c
DHACOAH,0.0,23116.3999848,35.9744225102,642.5787649056964,23dhacoa_c + h2o_c --> 3hadpcoa_c
I2FE2SS2,6.776263578034403e-21,9497.4075432,137.39684533480002,69.12391270743744,fadh2_c + 2.0 fe2_c + 2.0 iscssh_c + iscu_2fe2s_c --> fad_c + 6.0 h_c + 2.0 iscs_c + iscu_2fe2s2_c
MSAR_num1,0.0,16893.0613584,28.4896019192,592.9553317842344,h_c + msa_c + nadph_c --> 3hpp_c + nadp_c
I4FE4ST,6.776263578034403e-21,9505.1154852,79.3425322744,119.7984890667126,4.0 h_c + iscu_4fe4s_c --> 4fe4s_c + iscu_c
S4FE4ST,7.294170989160262e-05,45270.430776,242.141276409,186.9587517145729,4.0 h_c + sufbcd_4fe4s_c --> 4fe4s_c + sufbcd_c
THFAT,0.0,30546.8244612,119.7058834636,255.18231499864947,h2o_c + methf_c --> 5fthf_c + h_c
FOMETRi,0.0,13204.6948872,27.8754424742,473.7035080042784,5fthf_c + h_c --> h2o_c + methf_c
SLNTtex_num1,0.0,,,,slnt_e --> slnt_p
S2FE2SS2,7.294170989160262e-05,25109.7365052,366.119596373,68.58342671070352,atp_c + fadh2_c + 2.0 fe2_c + h2o_c + sufbcd_2fe2s_c + 2.0 sufsesh_c --> adp_c + fad_c + 7.0 h_c + pi_c + sufbcd_2fe2s2_c + 2.0 sufse_c
BTS5,5.610900760892495e-07,7.2,102.0907339626,0.0705254994311007,2fe2s_c + amet_c + dtbt_c --> 2fe1s_c + btn_c + dad_5_c + h_c + met__L_c
SELGTHR2,0.0,,,,dgslnt_c + h_c + nadph_c --> gslnt_c + gthrd_c + nadp_c
EX_LalaLglu_e,0.0,,,,LalaLglu_e --> 
GDPTPDP,0.0,184851.360936,104.7932996752,1763.9616417169298,gdptp_c + h2o_c --> gtp_c + ppi_c
LIPOS,0.0,9300.5541468,95.2850548482,97.60769054094418,4fe4s_c + 2.0 amet_c + h_c + nad_c + octapb_c --> 2fe2s_c + 2.0 dad_5_c + 2.0 fe2_c + lipopb_c + 2.0 met__L_c + nadh_c
COLIPAKpp,0.0,30763.4894712,35.3426967843,870.4341284127987,colipa_p + udcpdp_p --> colipap_p + udcpp_p
ACPPAT120,0.0,14929.3590156,61.883498142,241.24943585675427,ddcaACP_c + h_c + pi_c --> ACP_c + ddcap_c
3HPPtpp,0.0,,,,3hpp_c + h_c --> 3hpp_p + h_p
MPTSS,0.0,6120.0,70.5790713421,86.71125708549039,atp_c + h_c + moadcoo_c --> moadamp_c + ppi_c
CPMPS,0.0,19871.439984,187.7477498727,105.8411618646486,gtp_c + h2o_c --> cpmp_c + ppi_c
LIPOCT,0.0,9300.4654248,31.5433611725,294.84700041758055,h_c + ocACP_c --> ACP_c + octapb_c
LIPATPT,0.0,25688.0326392,50.0915047207,512.8221398504842,atp_c + lipoate_c --> lipoamp_c + ppi_c
LIPAMPL,0.0,15754.3638552,50.0915047207,314.5116910151355,lipoamp_c --> amp_c + lipopb_c
ALDD19xr,0.0,24043.862386800003,283.6974176945,84.75178442650356,h2o_c + nad_c + pacald_c --> 2.0 h_c + nadh_c + pac_c
MMM,0.0,728300.5419600001,205.7004889525,3540.58731541556,succoa_c --> mmcoa__S_c
MOGDS,0.0,20487.0805128,28.5853579617,716.6984069344014,gtp_c + h_c + moco_c --> mocogdp_c + ppi_c
CPH4S,0.0,15951.3439752,109.1451146329,146.14803446632442,ahdt_c + h2o_c --> acald_c + cph4_c + h_c + pppi_c
WCOS,0.0,78540.198372,116.4056679685,674.7111179607972,2.0 h_c + mptamp_c + tungs_c --> amp_c + cu2_c + h2o_c + wco_c
RFAMPtpp_num1,0.0,,,,h_p + rfamp_p --> h_c + rfamp_e
SHCHCS3,0.0,47273.152392,36.5621664952,1292.9527137897085,2sephchc_c --> 2shchc_c + pyr_c
VPAMTr,0.1187159993890395,20916.2243988,61.6948917576,339.0268432754548,3mob_c + ala__L_c --> pyr_c + val__L_c
ACOLIPAabctex,0.0,,,,acolipa_p + atp_c + h2o_c --> acolipa_e + adp_c + h_c + pi_c
PYK4,0.0,23979.27789,271.3245483078,88.37857849411058,cdp_c + h_c + pep_c --> ctp_c + pyr_c
NADPHXD,0.0,10822.8674664,72.1806406819,149.941415927525,adp_c + nadphx__S_c --> amp_c + h_c + nadph_c + pi_c
NADHHR_num1,0.0,,,,h2o_c + nadh_c --> nadhx__R_c
ECA4COLIPAabctex,0.0,,,,atp_c + eca4colipa_p + h2o_c --> adp_c + eca4colipa_e + h_c + pi_c
EX_ttrcyc_e,0.0,,,,ttrcyc_e --> 
COLIPAPabctex,0.0,,,,atp_c + colipap_p + h2o_c --> adp_c + colipap_e + h_c + pi_c
NADPHXE,0.0,21725.957952,72.1806406819,300.99425201483416,nadphx__R_c --> nadphx__S_c
ALAtpp,0.0,,,,ala__L_c --> ala__L_p
CH4tex,0.0,,,,ch4_e --> ch4_p
EX_mincyc_e,0.0,,,,mincyc_e --> 
TARTRDtex_num1,0.0,,,,tartr__D_e --> tartr__D_p
DM_4crsol_c,6.256154348395132e-05,,,,4crsol_c --> 
3OXCOAT,0.0,24123.272904,55.8376597345,432.0251425060197,coa_c + oxadpcoa_c --> accoa_c + succoa_c
BTNt2ipp,0.0,,,,btn_p + h_p --> btn_c + h_c
URACPAH,0.0,23399.7696576,33.2949703251,702.8019376235836,h2o_c + uracp_c --> cbm_c + h_c + poaac_c
BTNtex_num1,0.0,,,,btn_e --> btn_p
DHBSZ3FEabcpp,0.0,,,,atp_c + fe3dhbzs3_p + h2o_c --> adp_c + fe3dhbzs3_c + h_c + pi_c
FE3DHBZS3R,0.0,10690.2698436,38.1328297468,280.3429463426353,2.0 fe3dhbzs3_c + nadph_c --> 2.0 23dhbzs3_c + 2.0 fe2_c + 3.0 h_c + nadp_c
DXYLONtpp,0.0,,,,dxylnt_p --> dxylnt_c
DXYLTD_num1,0.0,77138.037216,91.6605895816,841.56165226636,dxylnt_c --> 2ddara_c + h2o_c
2DDARAA_num1,0.0,28422.2199132,43.2179378741,657.6486827297955,2ddara_c --> gcald_c + pyr_c
2DGLCptspp,0.0,,,,2dglc_p + pep_c --> 2doxg6p_c + pyr_c
2DGULRGx,0.0,17496.283122,93.498841443,187.12834139946332,2dhguln_c + h_c + nadh_c --> glcn_c + nad_c
2DGULRGy,0.0,9611.080776,93.498841443,102.7935814783249,2dhguln_c + h_c + nadph_c --> glcn_c + nadp_c
AP4AS,0.0,23738.3635788,152.75149184629998,155.40511776268457,2.0 atp_c + h_c --> ap4a_c + ppi_c
ARBTptspp_num1,0.0,,,,arbt_p + pep_c --> arbt6p_c + pyr_c
ARBTtex_num1,0.0,,,,arbt_e --> arbt_p
EX_arbt_e,0.0,,,,arbt_e --> 
GNP_num1,0.0,22285.8176184,32.5759415039,684.1189107529536,6pgc_c + h2o_c --> glcn_c + pi_c
ALLTAMH2,0.0,218031.958836,120.702802924,1806.3537345796592,alltt_c + h2o_c + 2.0 h_c --> co2_c + nh4_c + urdgci_c
UGCIAMH,0.0,257942.856348,37.9463365992,6797.569395761856,h2o_c + urdgci_c --> nh4_c + urdglyc_c
DMSOtpp,0.0,,,,dmso_p --> dmso_c
POAACR,0.0,17716.7190096,18.1776667217,974.642085854191,nadh_c + poaac_c --> 3amac_c + h2o_c + nad_c
PYDXtex_num1,0.0,,,,pydx_e --> pydx_p
PYDXtpp,0.0,,,,pydx_p --> pydx_c
SUCASPtpp_num1,0.0,,,,asp__L_p + succ_c --> asp__L_c + succ_p
METGLCUR,0.0,48441.851388,361.611798124,133.96092616256078,h2o_c + metglcur_c --> glcur_c + meoh_c
ACOAD1fr,0.0,42460.650504000005,56.7960126233,747.5991454826345,b2coa_c + fadh2_c --> btcoa_c + fad_c
23DOGULNt4pp,0.0,,,,23doguln_p + na1_p --> 23doguln_c + na1_c
FE3DCITexs,0.0,,,,2.0 cit_e + fe3_e --> fe3dcit_e
SUCMALtpp_num1,0.0,,,,mal__L_p + succ_c --> mal__L_c + succ_p
PYDXNtex_num1,0.0,,,,pydxn_e --> pydxn_p
FEENTERES,0.0,22628.1062304,60.2957969187,375.28496821943776,feenter_c + h2o_c --> fe3dhbzs3_c
PYDXNtpp,0.0,,,,pydxn_p --> pydxn_c
FEENTERR4,0.0,16687.146844799998,38.1328297468,437.6057836672962,2.0 feenter_c + nadph_c --> 2.0 enter_c + 2.0 fe2_c + h_c + nadp_c
ACPPAT160,0.017902701057779684,20129.3277156,61.883498142,325.2777932722961,h_c + palmACP_c + pi_c --> ACP_c + hdcap_c
DXYLONtex_num1,0.0,,,,dxylnt_e --> dxylnt_p
PYDAMtex_num1,0.0,,,,pydam_e --> pydam_p
PYDAMtpp,0.0,,,,pydam_p --> pydam_c
PSURItex_num1,0.0,,,,psuri_e --> psuri_p
ALR2x,0.0,36956.821500000005,47.9820981624,770.2210389990889,h_c + mthgxl_c + nadh_c --> acetol_c + nad_c
OMPHHXy,0.0,15108.678162000002,55.8532448559,270.5067216950424,2omph_c + h_c + nadph_c + o2_c --> 2ombzl_c + h2o_c + nadp_c
CHLt3pp,0.0,,,,chol_c + h_p --> chol_p + h_c
13PPDH2,0.0,9783.3792708,111.201161962,87.97911009368055,3hppnl_c + h_c + nadph_c --> 13ppd_c + nadp_c
TARTt2_3pp,0.0,,,,3.0 h_p + tartr__D_p --> 3.0 h_c + tartr__D_c
SUCTARTtpp,0.0,,,,succ_c + tartr__D_p --> succ_p + tartr__D_c
APCS,0.0,13709.8188684,85.37846488439999,160.577013032065,15dap_c + ametam_c --> 5mta_c + h_c + na15dap_c
CHTBSptspp,0.0,,,,chtbs_p + pep_c --> chtbs6p_c + pyr_c
GLYBt3pp,0.0,,,,glyb_c + h_p --> glyb_p + h_c
AI2tpp,0.0,,,,mththf_c --> mththf_p
ACPPAT181,0.0,14737.8364236,61.883498142,238.1545463021831,h_c + octeACP_c + pi_c --> ACP_c + ocdceap_c
Ftpp,0.0,,,,f_c --> f_p
SQVOSI,0.0,53182.412892,375.8864485534,141.48531583586654,sq_c --> sf_c
6D6SPA,0.0,39442.55994,42.242282859,933.722262872365,sfp_c --> dhap_c + sla_c
CHTBStex_num1,0.0,,,,chtbs_e --> chtbs_p
TRPtipp,0.0,,,,trp__L_c --> trp__L_p
TYRtipp,0.0,,,,tyr__L_c --> tyr__L_p
ThDPAT,0.0,,,,adp_c + h_c + thmpp_c --> athtp_c + pi_c
GHBDHx,0.0,21755.7078228,164.61137299979998,132.16406270316713,h_c + nadh_c + sucsal_c --> ghb_c + nad_c
DHPStr,0.0,,,,dhps_c --> dhps_p
SQtr,0.0,,,,sq_p --> sq_c
DHPStex,0.0,,,,dhps_e --> dhps_p
APPLDHr,0.0,10147.7710656,409.0402282448,24.808736072596805,aact_c + h_c + nadh_c --> appl_c + nad_c
SPMDt3pp,0.0,,,,h_p + spmd_c --> h_c + spmd_p
FMNtex_num1,0.0,,,,fmn_p --> fmn_e
APH141,0.0,9504.1516212,13.603697745399998,698.6447213893566,h2o_c + ttdceap_c --> 2.0 h_c + pi_c + ttdcea_c
EX_dxylnt_e,0.0,,,,dxylnt_e --> 
AI2K,0.0,9941.061582,76.0036181304,130.79721500815978,atp_c + dhptd_c --> adp_c + dhptdp_c + h_c
PHEtipp,0.0,,,,phe__L_c --> phe__L_p
G2PP,0.0,10610.8313832,38.5297220333,275.39340600561303,glyc2p_c + h2o_c --> glyc_c + pi_c
MALt3pp,0.0,,,,h_p + mal__L_c --> h_c + mal__L_p
CITt3pp,0.0,,,,cit_c + h_p --> cit_p + h_c
APH161,0.0,10164.7952136,13.603697745399998,747.2082520384695,h2o_c + hdceap_c --> 2.0 h_c + hdcea_c + pi_c
DHNPA2r,0.0001876846304518626,6120.0,143.9064071426,42.52764085712708,dhnpt_c --> 6hmhpt_c + gcald_c
QUIN2tpp,0.0,,,,quin_p --> quin_c
GLYC2Pabcpp,0.0,,,,atp_c + glyc2p_p + h2o_c --> adp_c + glyc2p_c + h_c + pi_c
CRNDtex_num1,0.0,,,,crn__D_e --> crn__D_p
SHGO,0.0,22357.7724708,60.8637293087,367.3414811209101,S2hglut_c + o2_c --> akg_c + h2o2_c
CLBtex_num1,0.0,,,,cellb_e --> cellb_p
ACOXT,0.0,16076.641518,110.0752029795,146.05143649831882,accoa_c + oxa_c --> ac_c + oxalcoa_c
EX_mththf_e,0.0,,,,mththf_e --> 
2HESR_num1,0.0,27159.7386924,85.5639014136,317.4205271579994,dtgcl_c + 2.0 gthrd_c --> gthox_c + 2.0 mercpeth_c
CHOLID,0.0,20571.0995448,141.47380743120002,145.4057109108618,cholate_c + nad_c --> dhcholn_c + h_c + nadh_c
CHOLATEtpp,0.0,,,,cholate_c + h_p --> cholate_p + h_c
NADHXD,0.0,65061.63673199999,72.1806406819,901.3723917847522,adp_c + nadhx__S_c --> amp_c + h_c + nadh_c + pi_c
NADPHHR_num1,0.0,,,,h2o_c + nadph_c --> nadphx__R_c
NADPHHS_num1,0.0,,,,h2o_c + nadph_c --> nadphx__S_c
4ABZGLUH,0.0,9451.478628,260.9368007401,36.22133252646845,4abzglu_c + h2o_c --> 4abz_c + glu__L_c
4ABZGLUtr,0.0,,,,4abzglu_p + h_p --> 4abzglu_c + h_c
NADHHS_num1,0.0,,,,h2o_c + nadh_c --> nadhx__S_c
APH180,0.0,11053.1540412,13.603697745399998,812.5109987053007,h2o_c + ocdcap_c --> 2.0 h_c + ocdca_c + pi_c
NADHXE,0.0,13737.7235088,72.1806406819,190.32421129845787,nadhx__S_c --> nadhx__R_c
SELabcpp_num1,0.0,,,,atp_c + h2o_c + sel_p --> adp_c + h_c + pi_c + sel_c
PHDA,0.0,32025.2004612,269.5705617638,118.80080766853447,5phdt_c + h2o_c --> 5phua_c
TEO2M,0.0,30564.757753200003,59.5160125395,513.5552005086795,amet_c + teo2_c --> ahcys_c + mteo2_c
PACOAT,0.0,9300.979224,78.45787851899999,118.54742187233116,h2o_c + phaccoa_c --> coa_c + h_c + pac_c
CYSItpp,0.0,,,,cysi__L_c --> cysi__L_p
PYK2,0.0,27680.8588848,271.3245483078,102.02121060346472,h_c + pep_c + udp_c --> pyr_c + utp_c
PYK3,0.0,45020.63808,271.3245483078,165.92909989451832,gdp_c + h_c + pep_c --> gtp_c + pyr_c
APH181,0.0,17581.0280688,13.603697745399998,1292.371265360178,h2o_c + ocdceap_c --> 2.0 h_c + ocdcea_c + pi_c
DHPTDNR,0.0,15829.2357948,63.1466854392,250.67405651941908,dhptdn_c + 3.0 h_c + nadph_c --> nadp_c + thptdn_c
DHPTDNRN,0.0,25764.6937428,63.1466854392,408.0133987017769,dhptdn_c + 3.0 h_c + nadh_c --> nad_c + thptdn_c
GTHPi,0.0,21215.2135572,27.0356950008,784.7112329301034,2.0 gthrd_c + h2o2_c --> gthox_c + 2.0 h2o_c
SEPHCHCS,0.0,24093.6157224,162.1038854593,148.63071081938546,akg_c + h_c + ichor_c --> 2sephchc_c + co2_c
DHNCOAS,0.0,26258.6493216,250.6807342405,104.74937135140102,h_c + sbzcoa_c --> 14dhncoa_c + h2o_c
PCNO,0.0,20632.685634,91.7243829175,224.9422125037105,nadp_c + ppcoa_c <-- h_c + nadph_c + prpncoa_c
PYK6,0.0,23858.7945552,271.3245483078,87.93452234234904,dtdp_c + h_c + pep_c --> dttp_c + pyr_c
DHNCOAT,0.0,11519.6861556,78.957130713,145.89798352061098,14dhncoa_c + h2o_c --> coa_c + dhna_c + h_c
FADt,0.0,,,,fad_c --> fad_p
HPACOAT,0.0,20199.2204592,78.45787851899999,257.4530543074574,34dphacoa_c + h2o_c --> 34dhpha_c + coa_c + h_c
PUACGAMtr,0.0,,,,puacgam_c --> puacgam_p
DC6PDA,0.0,24868.3600404,36.6827530701,677.9305793345735,chtbs6p_c + h2o_c --> ac_c + mchtbs6p_c
5DGLCNR,0.0,10326.6768024,36.4040699671,283.6681945654066,5dglcn_c + h_c + nadph_c --> glcn_c + nadp_c
PIt2rpp_num1,0.27061542696805735,,,,h_p + pi_p --> h_c + pi_c
FADtex_num1,0.0,,,,fad_p --> fad_e
AI2abcpp,0.0,,,,atp_c + h2o_c + mththf_p --> adp_c + h_c + mththf_c + pi_c
PAI2I,0.0,9678.4961076,14.865035960399998,651.0913349542657,dhptdp_c --> dhptdd_c
4HBZt3pp,0.0,,,,4hbz_c + h_p --> 4hbz_p + h_c
CURR,0.0,9968.8999212,99.3478846735,100.34335359994937,cur_c + h_c + nadph_c --> dhcur_c + nadp_c
LKDRA,0.0,14748.3539928,229.1489644853,64.36142544185974,lkdr_c --> lald__L_c + pyr_c
LEUt2rpp,0.0,,,,h_p + leu__L_p --> h_c + leu__L_c
LCTStpp,0.0,,,,h_p + lcts_p --> h_c + lcts_c
ILEt3pp,0.0,,,,h_p + ile__L_c --> h_c + ile__L_p
METNA,0.0,9848.7558288,50.84368494419999,193.70657023795243,accoa_c + met__L_c --> acmet_c + coa_c + h_c
METt3pp_num1,0.0,,,,h_p + met__L_c --> h_c + met__L_p
FESD1s,0.001095247828526215,,,,2.0 4fe4s_c + h2o2_c + 2.0 h_c --> 2.0 3fe4s_c + 2.0 fe3_c + 2.0 h2o_c
GSNt3pp,0.0,,,,gsn_c + h_p --> gsn_p + h_c
CLtipp,0.0,,,,cl_p --> cl_c
5DKGR_num1,5.787086950454355,10950.2437068,35.75332511,306.27203688356474,glcn_c + nad_c --> 5dglcn_c + h_c + nadh_c
XYHDL,0.0,174757.003272,697.9970961025999,250.36924114410948,h2o_c + iprimv_c --> glc__D_c + xyl__D_c
2DGLCtex_num1,0.0,,,,2dglc_e --> 2dglc_p
E4PP_num1,0.0,23567.4549216,39.2371280521,600.6416904495806,e4p_c + h2o_c --> erthrs_c + pi_c
PUACGAMS,0.0,21535.0225164,88.2905051948,243.9109671972784,puacgam_c + udp_c --> uacgam_c
PItpp,0.0,,,,pi_c --> pi_p
RU5PP,0.0,9743.1912036,30.3876847975,320.6295994093494,h2o_c + ru5p__D_c --> pi_c + rbl__D_c
EX_doxrbcn_e,0.0,,,,doxrbcn_e --> 
6D6SFK,0.0,24036.9023232,41.9050895121,573.6034119736076,atp_c + sf_c --> adp_c + h_c + sfp_c
3SLAR,0.0,32163.0797196,164.61137299979998,195.3879560900029,h_c + nadh_c + sla_c --> dhps_c + nad_c
LEUt3pp_num1,0.0,,,,h_p + leu__L_c --> h_c + leu__L_p
INSt3pp,0.0,,,,h_p + ins_c --> h_c + ins_p
INDOLEt2rpp,0.0,,,,h_p + indole_p --> h_c + indole_c
SQtex,0.0,,,,sq_e --> sq_p
ILEt2rpp,0.0,,,,h_p + ile__L_p --> h_c + ile__L_c
GLYtpp,0.0,,,,gly_c --> gly_p
EX_dhps_e,0.0,,,,dhps_e --> 
MOX,0.00045616623186043453,,,,mal__L_c + o2_c --> h2o2_c + oaa_c
URATEtex_num1,0.0,,,,urate_e --> urate_p
EX_cs1_e,0.0,,,,cs1_e --> 
EX_fusa_e,0.0,,,,fusa_e --> 
CBL1tonex,0.0,,,,cbl1_e + h_p --> cbl1_p + h_c
CBItonex,0.0,,,,cbi_e + h_p --> cbi_p + h_c
ARHGDx,0.0,18504.6325992,233.3846834963,79.28811917725255,nad_c + r2hglut_c --> akg_c + h_c + nadh_c
CPL,0.0,55622.715876,42.0601482623,1322.456486104606,prpmn_c --> ch4_c + prcp_c
EX_mepn_e,0.0,,,,mepn_e --> 
PSURItpp,0.0,,,,psuri_p --> psuri_c
CYSTA,0.0,14883.0310404,115.1010083991,129.304089055369,akg_c + cys__L_c --> glu__L_c + mercppyr_c
FE3DCITR5,0.0,12098.3978952,38.1328297468,317.2698689169603,2.0 fe3dcit_c + nadph_c --> 4.0 cit_c + 2.0 fe2_c + h_c + nadp_c
CH4t2pp,0.0,,,,ch4_c --> ch4_p
EX_cm_e,0.0,,,,cm_e --> 
4HTHRA,0.0,168654.008952,192.8048576124,874.739418085871,4hthr_c --> gcald_c + gly_c
EX_novbcn_e,0.0,,,,novbcn_e --> 
I2FE2SR,0.0,9301.724046,137.39684533480002,67.69969152737198,2fe1s_c + iscssh_c + iscu_c --> 4.0 h_c + iscs_c + iscu_2fe2s_c
GAPP,0.0,71411.827248,32.1346712446,2222.2672422703017,g3p_c + h2o_c --> glyald_c + pi_c
TYRL,6.256154348395132e-05,21.6,35.5236426853,0.6080457511452866,amet_c + nadph_c + tyr__L_c --> 4crsol_c + dad_5_c + dhgly_c + h_c + met__L_c + nadp_c
METGLCURt2pp,0.0,,,,h_p + metglcur_p --> h_c + metglcur_c
METGLCURtex_num1,0.0,,,,metglcur_e --> metglcur_p
INOSTO,0.0,30029.782752000003,80.7842880812,371.72801129120165,inost_c + o2_c --> glcur_c + h2o_c + h_c
THZPSN3,6.256154348395132e-05,9779.0361084,793.4287567537999,12.325033627983847,atp_c + dhgly_c + dxyl5p_c + h_c + iscssh_c + nadph_c --> 4mpetz_c + amp_c + co2_c + 2.0 h2o_c + iscs_c + nadp_c + ppi_c
HPYRP,0.0,20546.3302884,28.3115617188,725.722250594054,3php_c + h2o_c --> hpyr_c + pi_c
PSURIK,0.0,18771.6394116,44.342311929,423.3347021160459,atp_c + psuri_c --> adp_c + h_c + psd5p_c
FMNt,0.0,,,,fmn_c --> fmn_p
AI2tex_num1,0.0,,,,mththf_e --> mththf_p
PAI2T,0.0,9523.5248412,421.2306988802,22.608810009615503,coa_c + dhptdd_c --> accoa_c + dhap_c
CUt2pp_num1,0.0,,,,cu_c --> cu_p
Ftex_num1,0.0,,,,f_p --> f_e
APG3PAT120,0.0,9785.0756952,29.3124434982,333.81985694235544,ddcap_c + glyc3p_c --> 1ddecg3p_c + h_c + pi_c
CYSItex_num1,0.0,,,,cysi__L_e --> cysi__L_p
SERtpp,0.0,,,,ser__L_c --> ser__L_p
