id,name,metabolites,lower_bound,upper_bound,gene_reaction_rule,annotation,notes,objective_coefficient
ACHBS_num2,2-aceto-2-hydroxybutanoate synthase,"OrderedDict([('2ahbut_c', 1.0), ('2obut_c', -1.0), ('co2_c', 1.0), ('h_c', -1.0), ('pyr_c', -1.0)])",0.0,1000.0,b0077 and b0078,"OrderedDict([('bigg.reaction', 'ACHBS'), ('biocyc', 'META:ACETOOHBUTSYN-RXN'), ('ec-code', '2.2.1.6'), ('kegg.reaction', 'R08648'), ('metanetx.reaction', 'MNXR95260'), ('rhea', ['27657', '27655', '27654', '27656']), ('sabiork', '6688'), ('sbo', 'SBO:0000176')])",,
ACLS_num2,Acetolactate synthase,"OrderedDict([('alac__S_c', 1.0), ('co2_c', 1.0), ('h_c', -1.0), ('pyr_c', -2.0)])",0.0,1000.0,b3670 and b3671,"OrderedDict([('bigg.reaction', 'ACLS'), ('biocyc', 'META:ACETOLACTSYN-RXN'), ('ec-code', '2.2.1.6'), ('kegg.reaction', 'R00226'), ('metanetx.reaction', 'MNXR95271'), ('rhea', ['25252', '25251', '25249', '25250']), ('sabiork', '749'), ('sbo', 'SBO:0000176')])",,
G3PD5_num2,Glycerol-3-phosphate dehydrogenase (ubiquinone-8),"OrderedDict([('dhap_c', 1.0), ('glyc3p_c', -1.0), ('q8_c', -1.0), ('q8h2_c', 1.0)])",0.0,1000.0,b3426,"OrderedDict([('bigg.reaction', 'G3PD5'), ('metanetx.reaction', 'MNXR99880'), ('rhea', ['28753', '28752', '28754', '28751']), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn08556')])",,
G1PP_num2,Glucose-1-phosphatase,"OrderedDict([('g1p_c', -1.0), ('glc__D_c', 1.0), ('h2o_c', -1.0), ('pi_c', 1.0)])",0.0,1000.0,b3885,"OrderedDict([('bigg.reaction', 'G1PP'), ('biocyc', ['META:GLUCOSE-1-PHOSPHAT-RXN', 'META:RXN-17330']), ('ec-code', '3.1.3.10'), ('kegg.reaction', 'R00304'), ('metanetx.reaction', 'MNXR99844'), ('rhea', ['19933', '19936', '19935', '19934']), ('sabiork', ['797', '9953']), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn00221')])",,
G1PP_num3,Glucose-1-phosphatase,"OrderedDict([('g1p_c', -1.0), ('glc__D_c', 1.0), ('h2o_c', -1.0), ('pi_c', 1.0)])",0.0,1000.0,b3697,"OrderedDict([('bigg.reaction', 'G1PP'), ('biocyc', ['META:GLUCOSE-1-PHOSPHAT-RXN', 'META:RXN-17330']), ('ec-code', '3.1.3.10'), ('kegg.reaction', 'R00304'), ('metanetx.reaction', 'MNXR99844'), ('rhea', ['19933', '19936', '19935', '19934']), ('sabiork', ['797', '9953']), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn00221')])",,
PFL_num2,Pyruvate formate lyase,"OrderedDict([('accoa_c', 1.0), ('coa_c', -1.0), ('for_c', 1.0), ('pyr_c', -1.0)])",0.0,1000.0,b0902 and b3114,"OrderedDict([('bigg.reaction', 'PFL'), ('biocyc', 'META:PYRUVFORMLY-RXN'), ('ec-code', '2.3.1.54'), ('kegg.reaction', 'R00212'), ('metanetx.reaction', 'MNXR102514'), ('rhea', ['11847', '11845', '11844', '11846']), ('sabiork', '146'), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn00157')])",,
PFL_num3,Pyruvate formate lyase,"OrderedDict([('accoa_c', 1.0), ('coa_c', -1.0), ('for_c', 1.0), ('pyr_c', -1.0)])",0.0,1000.0,b3951 and b3952,"OrderedDict([('bigg.reaction', 'PFL'), ('biocyc', 'META:PYRUVFORMLY-RXN'), ('ec-code', '2.3.1.54'), ('kegg.reaction', 'R00212'), ('metanetx.reaction', 'MNXR102514'), ('rhea', ['11847', '11845', '11844', '11846']), ('sabiork', '146'), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn00157')])",,
PFL_num4,Pyruvate formate lyase,"OrderedDict([('accoa_c', 1.0), ('coa_c', -1.0), ('for_c', 1.0), ('pyr_c', -1.0)])",0.0,1000.0,b0902 and b0903 and b2579,"OrderedDict([('bigg.reaction', 'PFL'), ('biocyc', 'META:PYRUVFORMLY-RXN'), ('ec-code', '2.3.1.54'), ('kegg.reaction', 'R00212'), ('metanetx.reaction', 'MNXR102514'), ('rhea', ['11847', '11845', '11844', '11846']), ('sabiork', '146'), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn00157')])",,
CHORM_num2,Chorismate mutase,"OrderedDict([('chor_c', -1.0), ('pphn_c', 1.0)])",0.0,1000.0,b2600,"OrderedDict([('bigg.reaction', 'CHORM'), ('biocyc', 'META:CHORISMATEMUT-RXN'), ('ec-code', '5.4.99.5'), ('kegg.reaction', 'R01715'), ('metanetx.reaction', 'MNXR96708'), ('rhea', ['13897', '13899', '13898', '13900']), ('sabiork', '1827'), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn01256')])",,
PTAr_num2,Phosphotransacetylase,"OrderedDict([('accoa_c', -1.0), ('actp_c', 1.0), ('coa_c', 1.0), ('pi_c', -1.0)])",0.0,1000.0,b2458,"OrderedDict([('bigg.reaction', 'PTAr'), ('biocyc', 'META:PHOSACETYLTRANS-RXN'), ('ec-code', '2.3.1.8'), ('kegg.reaction', 'R00230'), ('metanetx.reaction', 'MNXR103319'), ('rhea', ['19521', '19523', '19522', '19524']), ('sabiork', '72'), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn00173')])","OrderedDict([('reflection', 'PTAr_reverse')])",
ACKr_num2,Acetate kinase,"OrderedDict([('ac_c', -1.0), ('actp_c', 1.0), ('adp_c', 1.0), ('atp_c', -1.0)])",0.0,1000.0,b1849,"OrderedDict([('bigg.reaction', 'ACKr'), ('biocyc', 'META:ACETATEKIN-RXN'), ('ec-code', ['2.7.2.15', '2.7.2.1']), ('kegg.reaction', 'R00315'), ('metanetx.reaction', 'MNXR95269'), ('rhea', ['11354', '11355', '11353', '11352']), ('sabiork', '71'), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn00225')])","OrderedDict([('reflection', 'ACKr_reverse')])",
ACKr_num3,Acetate kinase,"OrderedDict([('ac_c', -1.0), ('actp_c', 1.0), ('adp_c', 1.0), ('atp_c', -1.0)])",0.0,1000.0,b3115,"OrderedDict([('bigg.reaction', 'ACKr'), ('biocyc', 'META:ACETATEKIN-RXN'), ('ec-code', ['2.7.2.15', '2.7.2.1']), ('kegg.reaction', 'R00315'), ('metanetx.reaction', 'MNXR95269'), ('rhea', ['11354', '11355', '11353', '11352']), ('sabiork', '71'), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn00225')])","OrderedDict([('reflection', 'ACKr_reverse')])",
LEUTAi_num2,Leucine transaminase (irreversible),"OrderedDict([('4mop_c', -1.0), ('akg_c', 1.0), ('glu__L_c', -1.0), ('leu__L_c', 1.0)])",0.0,1000.0,b4054,"OrderedDict([('bigg.reaction', 'LEUTAi'), ('biocyc', 'META:BRANCHED-CHAINAMINOTRANSFERLEU-RXN'), ('ec-code', ['2.6.1.42', '2.6.1.6', '2.6.1.67']), ('kegg.reaction', 'R01090'), ('metanetx.reaction', 'MNXR96229'), ('rhea', ['18323', '18324', '18321', '18322']), ('sabiork', '1352'), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn00806')])",,
ECOAH6_num2,3-hydroxyacyl-CoA dehydratase (3-hydroxytetradecanoyl-CoA),"OrderedDict([('3htdcoa_c', -1.0), ('h2o_c', 1.0), ('td2coa_c', 1.0)])",0.0,1000.0,b3846,"OrderedDict([('bigg.reaction', 'ECOAH6'), ('biocyc', 'META:RXN-14273'), ('ec-code', ['4.2.1.17', '4.2.1.74']), ('kegg.reaction', 'R04740'), ('metanetx.reaction', 'MNXR97891'), ('reactome.reaction', ['R-BTA-77277', 'R-TGU-77277', 'R-SSC-77277', 'R-GGA-77277', 'R-CFA-77277', 'R-DME-77277', 'R-CEL-77277', 'R-MMU-77277', 'R-HSA-77277', 'R-RNO-77277', 'R-XTR-77277']), ('rhea', ['31173', '31171', '31174', '31172']), ('sabiork', '4396'), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn03241')])","OrderedDict([('reflection', 'ECOAH6_reverse')])",
FBA_num2,Fructose-bisphosphate aldolase,"OrderedDict([('dhap_c', 1.0), ('fdp_c', -1.0), ('g3p_c', 1.0)])",0.0,1000.0,b2097,"OrderedDict([('bigg.reaction', 'FBA'), ('ec-code', '4.1.2.13'), ('kegg.reaction', 'R01068'), ('metanetx.reaction', 'MNXR99459'), ('rhea', ['14729', '14732', '14731', '14730']), ('sabiork', '1338'), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn00786')])","OrderedDict([('reflection', 'FBA_reverse')])",
HCO3E_num2,HCO3 equilibration reaction,"OrderedDict([('co2_c', -1.0), ('h2o_c', -1.0), ('h_c', 1.0), ('hco3_c', 1.0)])",0.0,1000.0,b0339,"OrderedDict([('bigg.reaction', 'HCO3E'), ('biocyc', ['META:RXN0-5224', 'META:CARBODEHYDRAT-RXN']), ('ec-code', '4.2.1.1'), ('kegg.reaction', ['R10092', 'R00132']), ('metanetx.reaction', 'MNXR100482'), ('reactome.reaction', ['R-GGA-1237059', 'R-MMU-1237059', 'R-OSA-1237047', 'R-BTA-1237081', 'R-ATH-1475026', 'R-OSA-1475435', 'R-HSA-1237059', 'R-SSC-1475026', 'R-XTR-1475435', 'R-DME-1475435', 'R-DRE-1475436', 'R-DME-1237081', 'R-DME-1475017', 'R-DME-1475025', 'R-BTA-1475435', 'R-RNO-1475435', 'R-RNO-1237045', 'R-DRE-1237047', 'R-SSC-1237059', 'R-RNO-1475436', 'R-DRE-1475028', 'R-ATH-1475032', 'R-GGA-1237047', 'R-DRE-1475017', 'R-RNO-1237059', 'R-DME-1475032', 'R-MMU-1475025', 'R-XTR-1237081', 'R-DME-1475436', 'R-RNO-1475025', 'R-TGU-1475017', 'R-DME-1475028', 'R-GGA-1475032', 'R-RNO-1475028', 'R-OSA-1475028', 'R-DRE-1475435', 'R-GGA-1475022', 'R-MMU-1475435', 'R-TGU-1237081', 'R-HSA-1475028', 'R-GGA-1475028', 'R-MMU-1475032', 'R-OSA-1237081', 'R-SSC-1475436', 'R-ATH-1475435', 'R-ATH-1475436', 'R-ATH-1475017', 'R-DME-1237045', 'R-DRE-1475025', 'R-SSC-1475017', 'R-TGU-1475032', 'R-XTR-1475032', 'R-RNO-1475032', 'R-DME-1475026', 'R-GGA-1475025', 'R-HSA-1237047', 'R-TGU-1475026', 'R-ATH-1475028', 'R-XTR-1475028', 'R-RNO-1475022', 'R-GGA-1475436', 'R-CFA-1237047', 'R-DRE-1475026', 'R-CFA-1237081', 'R-CFA-1237045', 'R-OSA-1475032', 'R-DME-1475022', 'R-HSA-1475435', 'R-OSA-1237045', 'R-BTA-1237045', 'R-CEL-1237047', 'R-XTR-1475436', 'R-BTA-1237047', 'R-CEL-1475017', 'R-CFA-1475435', 'R-CEL-1237059', 'R-OSA-1475022', 'R-BTA-1237059', 'R-OSA-1475436', 'R-XTR-1475025', 'R-XTR-1475017', 'R-TGU-1475028', 'R-MMU-1237047', 'R-SSC-1475025', 'R-TGU-1475025', 'R-CFA-1475436', 'R-CEL-1237045', 'R-GGA-1475435', 'R-ATH-1475025', 'R-CEL-1237081', 'R-XTR-1475022', 'R-ATH-1237059', 'R-DRE-1475032', 'R-RNO-1475017', 'R-MMU-1475028', 'R-RNO-1475026', 'R-OSA-1475017', 'R-CFA-1475025', 'R-ATH-1475022', 'R-CFA-1475022', 'R-BTA-1475032', 'R-BTA-1475026', 'R-TGU-1237047', 'R-HSA-1237081', 'R-HSA-1475032', 'R-OSA-1475026', 'R-BTA-1475028', 'R-SSC-1237045', 'R-BTA-1475017', 'R-TGU-1237059', 'R-GGA-1475017', 'R-CFA-1475032', 'R-GGA-1475026', 'R-TGU-1475022', 'R-HSA-1475022', 'R-HSA-1237045', 'R-RNO-1237081', 'R-MMU-1475436', 'R-DRE-1237045', 'R-BTA-1475025', 'R-BTA-1475022', 'R-DME-1237059', 'R-XTR-1237047', 'R-CFA-1475026', 'R-SSC-1237047', 'R-SSC-1475028', 'R-XTR-1237059', 'R-TGU-1475435', 'R-ATH-1237047', 'R-CFA-1475028', 'R-MMU-1475022', 'R-CEL-1475025', 'R-DRE-1237059', 'R-HSA-1475025', 'R-OSA-1237059', 'R-DRE-1475022', 'R-OSA-1475025', 'R-DRE-1237081', 'R-MMU-1237045', 'R-XTR-1475026', 'R-CFA-1475017', 'R-HSA-1475436', 'R-HSA-1475026', 'R-MMU-1475017', 'R-MMU-1475026', 'R-RNO-1237047', 'R-BTA-1475436', 'R-TGU-1237045', 'R-SSC-1475022', 'R-ATH-1237045', 'R-SSC-1475032', 'R-MMU-1237081', 'R-DME-1237047', 'R-XTR-1237045', 'R-CFA-1237059', 'R-TGU-1475436', 'R-SSC-1237081', 'R-ATH-1237081', 'R-HSA-1475017', 'R-SSC-1475435']), ('rhea', ['10749', '10748', '10750', '10751']), ('sabiork', '703'), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn00102')])","OrderedDict([('reflection', 'HCO3E_reverse')])",
ECOAH4_num2,3-hydroxyacyl-CoA dehydratase (3-hydroxydecanoyl-CoA),"OrderedDict([('3hdcoa_c', -1.0), ('dc2coa_c', 1.0), ('h2o_c', 1.0)])",0.0,1000.0,b3846,"OrderedDict([('bigg.reaction', 'ECOAH4'), ('biocyc', 'META:RXN-13616'), ('ec-code', ['4.2.1.17', '4.2.1.74']), ('kegg.reaction', 'R04744'), ('metanetx.reaction', 'MNXR97889'), ('reactome.reaction', ['R-HSA-77344', 'R-CEL-77344', 'R-CFA-77344', 'R-GGA-77344', 'R-TGU-77344', 'R-MMU-77344', 'R-DME-77344', 'R-RNO-77344', 'R-SSC-77344', 'R-DDI-77344', 'R-DRE-77344', 'R-BTA-77344', 'R-SCE-77344', 'R-XTR-77344']), ('rhea', ['31193', '31191', '31194', '31192']), ('sabiork', '4400'), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn03245')])","OrderedDict([('reflection', 'ECOAH4_reverse')])",
NTPP1_num2,Nucleoside triphosphate pyrophosphorylase (dgtp),"OrderedDict([('dgmp_c', 1.0), ('dgtp_c', -1.0), ('h2o_c', -1.0), ('h_c', 1.0), ('ppi_c', 1.0)])",0.0,1000.0,b2781,"OrderedDict([('bigg.reaction', 'NTPP1'), ('biocyc', 'META:RXN0-385'), ('ec-code', ['3.6.1.-', '3.6.1.19', '3.6.1.9']), ('kegg.reaction', 'R01855'), ('metanetx.reaction', 'MNXR102049'), ('rhea', ['28364', '28363', '28362', '28365']), ('sabiork', '302'), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn01351')])",,
NTPP2_num2,Nucleoside triphosphate pyrophosphorylase (gtp),"OrderedDict([('gmp_c', 1.0), ('gtp_c', -1.0), ('h2o_c', -1.0), ('h_c', 1.0), ('ppi_c', 1.0)])",0.0,1000.0,b2781,"OrderedDict([('bigg.reaction', 'NTPP2'), ('biocyc', 'META:RXN-14140'), ('ec-code', ['3.6.1.8', '3.6.1.-', '3.6.1.9']), ('kegg.reaction', 'R00426'), ('metanetx.reaction', 'MNXR102052'), ('rhea', ['29391', '29392', '29393', '29394']), ('sabiork', '301'), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn00301')])",,
IPMD_num2,3-isopropylmalate dehydrogenase,"OrderedDict([('3c2hmp_c', -1.0), ('3c4mop_c', 1.0), ('h_c', 1.0), ('nad_c', -1.0), ('nadh_c', 1.0)])",0.0,1000.0,b1800,"OrderedDict([('bigg.reaction', 'IPMD'), ('biocyc', 'META:3-ISOPROPYLMALDEHYDROG-RXN'), ('ec-code', '1.1.1.85'), ('kegg.reaction', 'R04426'), ('metanetx.reaction', 'MNXR100878'), ('rhea', ['10894', '10893', '10895', '10892']), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn03062')])",,
TALA_num2,Transaldolase,"OrderedDict([('e4p_c', 1.0), ('f6p_c', 1.0), ('g3p_c', -1.0), ('s7p_c', -1.0)])",0.0,1000.0,b2464,"OrderedDict([('bigg.reaction', 'TALA'), ('biocyc', 'META:TRANSALDOL-RXN'), ('ec-code', '2.2.1.2'), ('kegg.reaction', 'R01827'), ('metanetx.reaction', 'MNXR104715'), ('rhea', ['17056', '17055', '17054', '17053']), ('sbo', 'SBO:0000176')])","OrderedDict([('reflection', 'TALA_reverse')])",
PUNP3_num2,Purine-nucleoside phosphorylase (Guanosine),"OrderedDict([('gsn_c', -1.0), ('gua_c', 1.0), ('pi_c', -1.0), ('r1p_c', 1.0)])",0.0,1000.0,b4384,"OrderedDict([('bigg.reaction', 'PUNP3'), ('biocyc', 'META:RXN0-5199'), ('ec-code', ['2.4.2.15', '2.4.2.1']), ('kegg.reaction', 'R02147'), ('metanetx.reaction', 'MNXR103345'), ('rhea', ['13236', '13234', '13235', '13233']), ('sabiork', '187'), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn01548')])","OrderedDict([('reflection', 'PUNP3_reverse')])",
TKT1_num2,Transketolase,"OrderedDict([('g3p_c', 1.0), ('r5p_c', -1.0), ('s7p_c', 1.0), ('xu5p__D_c', -1.0)])",0.0,1000.0,b2465,"OrderedDict([('bigg.reaction', 'TKT1'), ('ec-code', '2.2.1.1'), ('metanetx.reaction', 'MNXR104868'), ('sbo', 'SBO:0000176')])","OrderedDict([('reflection', 'TKT1_reverse')])",
PUNP5_num2,Purine-nucleoside phosphorylase (Inosine),"OrderedDict([('hxan_c', 1.0), ('ins_c', -1.0), ('pi_c', -1.0), ('r1p_c', 1.0)])",0.0,1000.0,b4384,"OrderedDict([('bigg.reaction', 'PUNP5'), ('biocyc', 'META:INOPHOSPHOR-RXN'), ('ec-code', ['2.4.2.15', '2.4.2.1']), ('kegg.reaction', 'R01863'), ('metanetx.reaction', 'MNXR103347'), ('reactome.reaction', 'R-GGA-421174'), ('rhea', ['27649', '27647', '27648', '27646']), ('sabiork', '125'), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn01358')])","OrderedDict([('reflection', 'PUNP5_reverse')])",
PUNP6_num2,Purine-nucleoside phosphorylase (Deoxyinosine),"OrderedDict([('2dr1p_c', 1.0), ('din_c', -1.0), ('hxan_c', 1.0), ('pi_c', -1.0)])",0.0,1000.0,b2407,"OrderedDict([('bigg.reaction', 'PUNP6'), ('biocyc', 'META:DEOXYINOPHOSPHOR-RXN'), ('ec-code', ['2.4.2.1', '2.4.2.4']), ('kegg.reaction', 'R02748'), ('metanetx.reaction', 'MNXR103348'), ('rhea', ['27750', '27751', '27753', '27752']), ('sabiork', '348'), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn01985')])","OrderedDict([('reflection', 'PUNP6_reverse')])",
RNDR1_num2,Ribonucleoside-diphosphate reductase (ADP),"OrderedDict([('adp_c', -1.0), ('dadp_c', 1.0), ('h2o_c', 1.0), ('trdox_c', 1.0), ('trdrd_c', -1.0)])",0.0,1000.0,b3781 and b2234 and b2235,"OrderedDict([('bigg.reaction', 'RNDR1'), ('biocyc', 'META:ADPREDUCT-RXN'), ('ec-code', '1.17.4.1'), ('kegg.reaction', 'R02017'), ('metanetx.reaction', 'MNXR104060'), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn05231')])",,
ALCD2x_num2,Alcohol dehydrogenase (ethanol),"OrderedDict([('acald_c', 1.0), ('etoh_c', -1.0), ('h_c', 1.0), ('nad_c', -1.0), ('nadh_c', 1.0)])",0.0,1000.0,b1478,"OrderedDict([('bigg.reaction', 'ALCD2x'), ('biocyc', 'META:ALCOHOL-DEHYDROG-RXN'), ('ec-code', ['1.1.1.71', '1.1.1.1']), ('kegg.reaction', 'R00754'), ('metanetx.reaction', 'MNXR95725'), ('reactome.reaction', ['R-MMU-71707', 'R-XTR-71707', 'R-CFA-71707', 'R-OSA-71707', 'R-RNO-71707', 'R-HSA-71707', 'R-SSC-71707', 'R-GGA-71707', 'R-SPO-71707', 'R-DME-71707', 'R-DRE-71707', 'R-BTA-71707', 'R-ATH-71707', 'R-SCE-71707', 'R-TGU-71707', 'R-CEL-71707', 'R-DDI-71707']), ('rhea', ['25292', '25290', '25291', '25293']), ('sabiork', '597'), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn00543')])","OrderedDict([('reflection', 'ALCD2x_reverse')])",
RNDR3_num2,Ribonucleoside-diphosphate reductase (CDP),"OrderedDict([('cdp_c', -1.0), ('dcdp_c', 1.0), ('h2o_c', 1.0), ('trdox_c', 1.0), ('trdrd_c', -1.0)])",0.0,1000.0,b2582 and b2234 and b2235,"OrderedDict([('bigg.reaction', 'RNDR3'), ('biocyc', 'META:CDPREDUCT-RXN'), ('ec-code', '1.17.4.1'), ('kegg.reaction', 'R02024'), ('metanetx.reaction', 'MNXR104064'), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn06076')])",,
RNDR4_num2,Ribonucleoside-diphosphate reductase (UDP),"OrderedDict([('dudp_c', 1.0), ('h2o_c', 1.0), ('trdox_c', 1.0), ('trdrd_c', -1.0), ('udp_c', -1.0)])",0.0,1000.0,b2234 and b2235 and b2582,"OrderedDict([('bigg.reaction', 'RNDR4'), ('biocyc', 'META:UDPREDUCT-RXN'), ('ec-code', '1.17.4.1'), ('kegg.reaction', 'R02018'), ('metanetx.reaction', 'MNXR104066'), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn06075')])",,
ALDD2y_num2,"Aldehyde dehydrogenase (acetaldehyde, NADP)","OrderedDict([('ac_c', 1.0), ('acald_c', -1.0), ('h2o_c', -1.0), ('h_c', 2.0), ('nadp_c', -1.0), ('nadph_c', 1.0)])",0.0,1000.0,b3011,"OrderedDict([('bigg.reaction', 'ALDD2y'), ('biocyc', 'META:RXN0-3962'), ('ec-code', ['1.2.1.4', '1.2.1.-', '1.2.1.5']), ('kegg.reaction', 'R00711'), ('metanetx.reaction', 'MNXR95750'), ('rhea', ['25298', '25300', '25301', '25299']), ('sabiork', '541'), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn00507')])",,
ALDD2y_num3,"Aldehyde dehydrogenase (acetaldehyde, NADP)","OrderedDict([('ac_c', 1.0), ('acald_c', -1.0), ('h2o_c', -1.0), ('h_c', 2.0), ('nadp_c', -1.0), ('nadph_c', 1.0)])",0.0,1000.0,b3003,"OrderedDict([('bigg.reaction', 'ALDD2y'), ('biocyc', 'META:RXN0-3962'), ('ec-code', ['1.2.1.4', '1.2.1.-', '1.2.1.5']), ('kegg.reaction', 'R00711'), ('metanetx.reaction', 'MNXR95750'), ('rhea', ['25298', '25300', '25301', '25299']), ('sabiork', '541'), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn00507')])",,
ALDD2y_num4,"Aldehyde dehydrogenase (acetaldehyde, NADP)","OrderedDict([('ac_c', 1.0), ('acald_c', -1.0), ('h2o_c', -1.0), ('h_c', 2.0), ('nadp_c', -1.0), ('nadph_c', 1.0)])",0.0,1000.0,b0493,"OrderedDict([('bigg.reaction', 'ALDD2y'), ('biocyc', 'META:RXN0-3962'), ('ec-code', ['1.2.1.4', '1.2.1.-', '1.2.1.5']), ('kegg.reaction', 'R00711'), ('metanetx.reaction', 'MNXR95750'), ('rhea', ['25298', '25300', '25301', '25299']), ('sabiork', '541'), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn00507')])",,
ALDD2y_num5,"Aldehyde dehydrogenase (acetaldehyde, NADP)","OrderedDict([('ac_c', 1.0), ('acald_c', -1.0), ('h2o_c', -1.0), ('h_c', 2.0), ('nadp_c', -1.0), ('nadph_c', 1.0)])",0.0,1000.0,b4269,"OrderedDict([('bigg.reaction', 'ALDD2y'), ('biocyc', 'META:RXN0-3962'), ('ec-code', ['1.2.1.4', '1.2.1.-', '1.2.1.5']), ('kegg.reaction', 'R00711'), ('metanetx.reaction', 'MNXR95750'), ('rhea', ['25298', '25300', '25301', '25299']), ('sabiork', '541'), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn00507')])",,
NADH9_num2,NADH dehydrogenase (demethylmenaquinone-8 & 0 protons),"OrderedDict([('2dmmq8_c', -1.0), ('2dmmql8_c', 1.0), ('h_c', -1.0), ('nad_c', 1.0), ('nadh_c', -1.0)])",0.0,1000.0,b1004,"OrderedDict([('bigg.reaction', 'NADH9'), ('metanetx.reaction', 'MNXR101876'), ('rhea', ['30509', '30510', '30508', '30507']), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn08976')])",,
NADH9_num3,NADH dehydrogenase (demethylmenaquinone-8 & 0 protons),"OrderedDict([('2dmmq8_c', -1.0), ('2dmmql8_c', 1.0), ('h_c', -1.0), ('nad_c', 1.0), ('nadh_c', -1.0)])",0.0,1000.0,b0046,"OrderedDict([('bigg.reaction', 'NADH9'), ('metanetx.reaction', 'MNXR101876'), ('rhea', ['30509', '30510', '30508', '30507']), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn08976')])",,
NADH9_num4,NADH dehydrogenase (demethylmenaquinone-8 & 0 protons),"OrderedDict([('2dmmq8_c', -1.0), ('2dmmql8_c', 1.0), ('h_c', -1.0), ('nad_c', 1.0), ('nadh_c', -1.0)])",0.0,1000.0,b3713,"OrderedDict([('bigg.reaction', 'NADH9'), ('metanetx.reaction', 'MNXR101876'), ('rhea', ['30509', '30510', '30508', '30507']), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn08976')])",,
NADH10_num2,NADH dehydrogenase (menaquinone-8 & 0 protons),"OrderedDict([('h_c', -1.0), ('mql8_c', 1.0), ('mqn8_c', -1.0), ('nad_c', 1.0), ('nadh_c', -1.0)])",0.0,1000.0,b3713,"OrderedDict([('bigg.reaction', 'NADH10'), ('metanetx.reaction', 'MNXR101863'), ('rhea', ['29243', '29246', '29244', '29245']), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn08971')])",,
NADH10_num3,NADH dehydrogenase (menaquinone-8 & 0 protons),"OrderedDict([('h_c', -1.0), ('mql8_c', 1.0), ('mqn8_c', -1.0), ('nad_c', 1.0), ('nadh_c', -1.0)])",0.0,1000.0,b0046,"OrderedDict([('bigg.reaction', 'NADH10'), ('metanetx.reaction', 'MNXR101863'), ('rhea', ['29243', '29246', '29244', '29245']), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn08971')])",,
NADH10_num4,NADH dehydrogenase (menaquinone-8 & 0 protons),"OrderedDict([('h_c', -1.0), ('mql8_c', 1.0), ('mqn8_c', -1.0), ('nad_c', 1.0), ('nadh_c', -1.0)])",0.0,1000.0,b1004,"OrderedDict([('bigg.reaction', 'NADH10'), ('metanetx.reaction', 'MNXR101863'), ('rhea', ['29243', '29246', '29244', '29245']), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn08971')])",,
ABTA_num2,4-aminobutyrate transaminase,"OrderedDict([('4abut_c', -1.0), ('akg_c', -1.0), ('glu__L_c', 1.0), ('sucsal_c', 1.0)])",0.0,1000.0,b1302,"OrderedDict([('bigg.reaction', 'ABTA'), ('biocyc', 'META:GABATRANSAM-RXN'), ('ec-code', '2.6.1.19'), ('kegg.reaction', 'R01648'), ('metanetx.reaction', 'MNXR95186'), ('rhea', ['23353', '23352', '23354', '23355']), ('sabiork', '1785'), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn01204')])",,
