,MW,kcat,type,kcat_MW
METS_num2,111.8344726155,1116.0,proteozyme,9.979033958848614
PRASCSi,106.962801405,12600.0,proteozyme,117.7979618567751
TRSARr_num1,162.7222713779,53910.279972,proteozyme,331.3024057217148
TRSARr_num2,40.1876883802,53910.279972,proteozyme,1341.4625758509903
LYXI,249.3590366994,47448.986076,proteozyme,190.283804044364
URIH_num1,44.6723731017,12358.14336,proteozyme,276.6395089839029
URIH_num2,178.293788816,12358.14336,proteozyme,69.31337003979236
URIH_num3,43.0054254984,12358.14336,proteozyme,287.3624250144852
XTSNH,43.0054254984,482024.57544,proteozyme,11208.45962698203
INSH,43.0054254984,36111.155004,proteozyme,839.6883552598149
PPK2,212.463507099,39038.030568,proteozyme,183.73993304087628
MTHFR2,174.8847416257,9720.0,proteozyme,55.579462848756656
ASPO3,79.69200881020001,10440.933678,proteozyme,131.01606840990607
ASPO5,79.69200881020001,9646.312734,proteozyme,121.04491878193616
ASPO4,79.69200881020001,9316.2750552,proteozyme,116.90350380536
ASPO6,79.69200881020001,15120.0,proteozyme,189.7304413044831
ACACT5r_num1,107.9763626052,48979.499976,proteozyme,453.6131686069708
ACACT5r_num2,61.4562280765,48979.499976,proteozyme,796.9818765159308
MALDDH,53.2468314177,21531.6843732,proteozyme,404.3749421311587
DHPS2,80.8711949446,720.0,proteozyme,8.903046387446466
MTHFC,82.0034936375,248400.0,proteozyme,3029.1392351899417
MTHFD,82.0034936375,248400.0,proteozyme,3029.1392351899417
QULNS,101.0148322768,1656.0,proteozyme,16.393632129806864
ALKP,27.4453987854,10071.3734748,proteozyme,366.9603620464652
L_LACD3_num1,137.7155478597,61053.04188,proteozyme,443.32715389695
L_LACD3_num2,56.4342528986,61053.04188,proteozyme,1081.843716256844
L_LACD2_num1,137.7155478597,93550.12704,proteozyme,679.2996759908746
L_LACD2_num2,56.4342528986,93550.12704,proteozyme,1657.683449944648
ACACT6r_num1,61.4562280765,40632.79266,proteozyme,661.1663932485536
ACACT6r_num2,107.9763626052,40632.79266,proteozyme,376.3119230879072
GLCTR1,55.8476976093,19615.9528656,proteozyme,351.2401353199826
LIPAabcpp,170.2759042422,14115.5485848,proteozyme,82.89809792888887
LIPACabcpp,170.2759042422,10250.9194644,proteozyme,60.20182074510742
GGGABADr,70.55384457779999,20624.586084,proteozyme,292.3240570009929
GLYOX3,82.39100843569999,9301.1502276,proteozyme,112.89035544283756
FDMO3,220.4965805623,19785.5612568,proteozyme,89.73182806891514
FDMO4,220.4965805623,14910.8115816,proteozyme,67.62377694735741
O16GLCT1,57.0418084786,28037.5153632,proteozyme,491.52570914224526
O16AP2pp,107.245446827,12811.1697792,proteozyme,119.45653785998005
O16AP3pp,107.245446827,16964.8384932,proteozyme,158.18702793570674
O16A4Lpp,61.9148004621,21752.9645184,proteozyme,351.33706894065944
MALTATr,79.626762624,33857.4748608,proteozyme,425.20220269001805
ENTERES,60.2957969187,11061.1594548,proteozyme,183.44826704445657
LADGMDH,70.154178668,25938.6808788,proteozyme,369.7382161874218
ALAGLUE,45.796483002,73466.269812,proteozyme,1604.190212789738
GGGABAH,73.9977601753,5814339.5808,proteozyme,78574.53478356484
FRULYSK,37.4198764814,26674.1943228,proteozyme,712.8349110414281
FDMO6,220.4965805623,9703.8439272,proteozyme,44.00904495867335
CYANSTpp,15.1562664069,10162.2535236,proteozyme,670.4984757310388
MCPST,40.6953935214,11568.7439352,proteozyme,284.2764975135695
ECAP1pp,179.58022171800002,53500.344264,proteozyme,297.9189119613246
UDCPDPpp_num1,39.3046195524,22302.9335088,proteozyme,567.4379694495262
UDCPDPpp_num2,38.3305494649,22302.9335088,proteozyme,581.8579128176394
UDCPDPpp_num3,29.5834661178,22302.9335088,proteozyme,753.8985938966971
ECAP2pp,179.58022171800002,113152.013172,proteozyme,630.0917333184155
ECA4OALpp,61.9148004621,9951.7668048,proteozyme,160.7332452099525
FE3Ri,34.659725066,41567.575824,proteozyme,1199.3048342087504
NODOy,57.9392737321,18721.9777752,proteozyme,323.1310399534313
GALM2pp,50.4409812565,52658.368848,proteozyme,1043.9600407498865
GLCTR3,51.5633741519,14212.7419248,proteozyme,275.63638257905376
HEPT4,55.1151969035,66050.802396,proteozyme,1198.4136156067248
LA4NTpp,82.6045774298,30335.109192,proteozyme,367.2327870423373
NODOx,57.9392737321,34540.483975200004,proteozyme,596.1497573288289
NHFRBO,341.2088930519,76271.50746,proteozyme,223.53317575576384
42A12BOOXpp,222.8900853929,12329.9658504,proteozyme,55.31859269857304
TYROXDApp,222.8900853929,12377.0295072,proteozyme,55.52974456168548
NTRIR4pp,177.0193749483,752249.22732,proteozyme,4249.530468287444
NTRIR3pp,177.0193749483,1003797.46872,proteozyme,5670.551424176972
AGM3PA,27.1236584826,24213.9320676,proteozyme,892.7236745416697
ACANTHAT,85.2548405316,14042.5862616,proteozyme,164.71306701224864
METSOXR1_num1,133.9335143742,9516.0982104,proteozyme,71.05091100508831
METSOXR1_num2,51.3381823554,9516.0982104,proteozyme,185.36102709135065
METSOXR1_num3,46.3876609968,9516.0982104,proteozyme,205.14287648727228
METSOXR1_num4,128.9831250929,9516.0982104,proteozyme,73.77785430106486
METSOXR2_num1,63.4630105727,9462.1843548,proteozyme,149.0976281996676
METSOXR2_num2,40.951887638,9462.1843548,proteozyme,231.0561222096113
METSOXR2_num3,36.0013662794,9462.1843548,proteozyme,262.8284793795247
METSOXR2_num4,68.413399854,9462.1843548,proteozyme,138.3089332644351
DAPAL,114.4517163923,33933.6146736,proteozyme,296.4884734212947
AMPTASECG_num1,365.961103613,81038.05956000001,proteozyme,221.43899654892533
AMPTASECG_num2,130.64941230969998,81038.05956000001,proteozyme,620.2711372930025
AMPTASECG_num3,434.9026805897,81038.05956000001,proteozyme,186.33607741878623
AMPTASECG_num4,139.77846320839998,81038.05956000001,proteozyme,579.7606991799437
LACZpp,110.23171458,21454.23258,proteozyme,194.62849382089323
GPDDA1pp,107.8895878191,37449.601092,proteozyme,347.11042880979653
GPDDA5pp,107.8895878191,28550.5626132,proteozyme,264.62759929226104
FLVR_num1,34.659725066,11168.072226,proteozyme,322.2204505296407
FLVR_num2,1038.3272788776,11168.072226,proteozyme,10.7558305104652
FDMO2,220.4965805623,9825.6390012,proteozyme,44.5614121368373
LALGP,139.77846320839998,231021.28378800003,proteozyme,1652.7673754973491
AGM4PApp_num1,41.4882535533,24410.5069536,proteozyme,588.3715235744932
AGM4PApp_num2,60.2726833912,24410.5069536,proteozyme,405.001164377626
AGM4PApp_num3,63.3775565596,24410.5069536,proteozyme,385.1601146952464
AGM4PApp_num4,41.0395869652,24410.5069536,proteozyme,594.8039139453127
AGM4PA,27.1236584826,20099.443014,proteozyme,741.0299398546814
RNDR3b_num1,341.0165885031,19613.2922136,proteozyme,57.514188091825645
RNDR3b_num2,321.6470562262,19613.2922136,proteozyme,60.97768294141281
RNDR3b_num3,320.924065086,19613.2922136,proteozyme,61.1150560128425
RNDR3b_num4,342.875312346,19613.2922136,proteozyme,57.20240421919899
RNDR4b_num1,342.875312346,173713.978656,proteozyme,506.6389220834393
RNDR4b_num2,321.6470562262,173713.978656,proteozyme,540.0763827722855
RNDR4b_num3,320.924065086,173713.978656,proteozyme,541.2930894087011
RNDR4b_num4,341.0165885031,173713.978656,proteozyme,509.4003767339337
UDPGALPpp,80.334696952,15095.4539364,proteozyme,187.90702534696229
UACGAMPpp,80.334696952,11672.5733784,proteozyme,145.2992769161047
UACGALPpp,80.334696952,13846.8708684,proteozyme,172.36476135179183
UGLCURPpp,80.334696952,14359.6217628,proteozyme,178.74744422549918
FEROpp_num1,74.6979019426,9485.9333316,proteozyme,126.99062604046448
FEROpp_num2,586.2656437810999,9485.9333316,proteozyme,16.180264752375397
AM4PCP,44.3350476775,54473.386392,proteozyme,1228.6754891581
AM3PA,27.1236584826,9367.1614548,proteozyme,345.35022112924383
UM4PCP,44.3350476775,9321.330906,proteozyme,210.2474541993234
CBLAT,29.0555531497,9949.3846164,proteozyme,342.4262675413126
TDP,23.0249036317,157841.506296,proteozyme,6855.251549400126
3PEPTabcpp_num1,273.1978006537,26082.6351408,proteozyme,95.47161462643624
3PEPTabcpp_num2,265.1468967549,26082.6351408,proteozyme,98.3705088010538
3PEPTabcpp_num3,266.46595275,26082.6351408,proteozyme,97.8835564980074
4PEPTabcpp_num1,266.46595275,49599.608148,proteozyme,186.1386328576644
4PEPTabcpp_num2,273.1978006537,49599.608148,proteozyme,181.55200382038012
AGM3Pt2pp,70.32482253959999,14196.1897512,proteozyme,201.86598754950444
AGM4Pt2pp,70.32482253959999,37678.091148,proteozyme,535.7722890346921
AGMt2pp,70.32482253959999,34185.316248,proteozyme,486.10597245020006
FEOXAMR1,39.7721731944,26079.9234732,proteozyme,655.7329252722883
FEOXAMR2,39.7721731944,10115.688006,proteozyme,254.3408416873813
FEOXAMR3,39.7721731944,57714.151968,proteozyme,1451.1188937527374
PTHRpp_num1,137.9074561766,21548.4839532,proteozyme,156.2532190109118
PTHRpp_num2,130.5943360756,21548.4839532,proteozyme,165.00320458557832
ARABDI,514.91656178,86322.637188,proteozyme,167.64393223164893
R5PPpp_num1,137.9074561766,23570.4705408,proteozyme,170.9151281176297
R5PPpp_num2,130.5943360756,23570.4705408,proteozyme,180.4861623336807
PSP_Lpp_num1,137.9074561766,23226.3900936,proteozyme,168.42011837167823
PSP_Lpp_num2,130.5943360756,23226.3900936,proteozyme,177.85143515071303
TYRPpp,137.9074561766,9537.079284,proteozyme,69.15564646328559
PAPSR2_num1,106.0605813687,25460.248014,proteozyme,240.0538228759293
PAPSR2_num2,85.96792587430001,25460.248014,proteozyme,296.1598497935996
PAPSR2_num3,86.6909170145,25460.248014,proteozyme,293.6899145932612
PAPSR2_num4,107.9193052116,25460.248014,proteozyme,235.91930993328276
GRXR_num1,34.0198105475,11950.2672876,proteozyme,351.2737753467056
GRXR_num2,32.1610867046,11950.2672876,proteozyme,371.5753574300321
GRXR_num3,12.068563287499998,11950.2672876,proteozyme,990.1980047598108
GRXR_num4,12.7915544277,11950.2672876,proteozyme,934.2310471448098
RNDR1b_num1,321.6470562262,22837.6664424,proteozyme,71.00225542353259
RNDR1b_num2,341.0165885031,22837.6664424,proteozyme,66.96937102868354
RNDR1b_num3,320.924065086,22837.6664424,proteozyme,71.16221227061938
RNDR1b_num4,342.875312346,22837.6664424,proteozyme,66.60633069829831
RNDR2b_num1,342.875312346,27735.0097068,proteozyme,80.88949162607612
RNDR2b_num2,321.6470562262,27735.0097068,proteozyme,86.22808500785783
RNDR2b_num3,341.0165885031,27735.0097068,proteozyme,81.33038286654455
RNDR2b_num4,320.924065086,27735.0097068,proteozyme,86.42234323988038
FACOAE181,168.8810358769,28297.7382672,proteozyme,167.56018886470272
FACOAE160,168.8810358769,129600.0,proteozyme,767.4041038833244
FACOAE140,168.8810358769,63347.75856,proteozyme,375.102854095324
AAMYL,74.80779025620001,23490.41652,proteozyme,314.0102981193611
AAMYLpp,99.9992899171,49598.118576,proteozyme,495.9847076625957
FACOAL80t2pp_num1,164.652845272,17459.32014,proteozyme,106.03716025166702
FACOAL80t2pp_num2,80.2674696063,17459.32014,proteozyme,217.51427104448877
PPGPPDP,104.7932996752,90720.846864,proteozyme,865.7122845180307
23PDE2pp,93.5532572906,52628.119488,proteozyme,562.5471631043673
23PDE4pp,93.5532572906,48310.693776,proteozyme,516.3977735797569
23PDE9pp,93.5532572906,43543.389348,proteozyme,465.43958606105247
SARCOX,54.022257246,18240.2195256,proteozyme,337.6426764720308
MN6PP_num1,39.2548264103,11553.0147432,proteozyme,294.3081348124017
MN6PP_num2,40.1684050944,11553.0147432,proteozyme,287.6144750096299
MN6PP_num3,32.1346712446,11553.0147432,proteozyme,359.5186848267944
MN6PP_num4,39.2371280521,11553.0147432,proteozyme,294.4408858838912
3KGK,145.69407339810002,46839.286692,proteozyme,321.49067974793013
F6PP_num1,30.3876847975,18699.0304284,proteozyme,615.3489663002681
F6PP_num2,39.2548264103,18699.0304284,proteozyme,476.3498437861795
F6PP_num3,40.1684050944,18699.0304284,proteozyme,465.5158795689124
F6PP_num4,27.4453987854,18699.0304284,proteozyme,681.3174978658803
F6PP_num5,39.2371280521,18699.0304284,proteozyme,476.5647068656753
GDPMNH,48.270290831,111348.107892,proteozyme,2306.762730762135
FACOAL60t2pp_num1,164.652845272,24310.9100232,proteozyme,147.64949845257357
FACOAL60t2pp_num2,80.2674696063,24310.9100232,proteozyme,302.8737562357628
GDPDPK_num1,110.7806278388,40330.378944,proteozyme,364.0562409764085
GDPDPK_num2,104.7932996752,40330.378944,proteozyme,384.8564657187184
R15BPK,27.379095980800003,17862.1958772,proteozyme,652.4026903490944
GGPTRCS,842.8194593206999,10428.3901152,proteozyme,12.373219436111654
FRULYSDG,611.2944242084,41650.557624,proteozyme,68.13501968046852
ASNNpp,194.6856383644,56027.205684,proteozyme,287.78294153948787
GLUNpp,194.6856383644,20661.0749316,proteozyme,106.12531620297504
NTD12_num1,33.5460492724,9521.232462,proteozyme,283.8257460568864
NTD12_num2,35.5293220092,9521.232462,proteozyme,267.9823853529927
NTD12_num3,59.9843586453,9521.232462,proteozyme,158.72858653538384
NTD12_num4,26.7527854242,9521.232462,proteozyme,355.8968649816664
DNTPPA_num1,22.8570333834,9493.6061916,proteozyme,415.3472601783381
DNTPPA_num2,19.7153106483,9493.6061916,proteozyme,481.5346996532671
NTPP9,55.5750900621,219466.326204,proteozyme,3949.005318007884
NTPP10,55.5750900621,25719.4042596,proteozyme,462.7865511483824
NTPP11,55.5750900621,9764.8842132,proteozyme,175.70613385041122
NTD10pp_num1,137.9074561766,16669.85067,proteozyme,120.8770804143694
NTD10pp_num2,80.334696952,16669.85067,proteozyme,207.50499226953252
NTD1pp_num1,80.334696952,18062.0880984,proteozyme,224.83545446361865
NTD1pp_num2,137.9074561766,18062.0880984,proteozyme,130.97252751345258
NTD2pp_num1,80.334696952,28742.7416436,proteozyme,357.78739117885505
NTD2pp_num2,137.9074561766,28742.7416436,proteozyme,208.4205048840357
NTD2pp_num3,130.5943360756,28742.7416436,proteozyme,220.0917934676819
NTD3pp_num1,80.334696952,17056.307249999998,proteozyme,212.31557343386936
NTD3pp_num2,137.9074561766,17056.307249999998,proteozyme,123.6793696503126
NTD4pp_num1,137.9074561766,16503.426993600002,proteozyme,119.67030247056567
NTD4pp_num2,80.334696952,16503.426993600002,proteozyme,205.43336341283276
NTD4pp_num3,130.5943360756,16503.426993600002,proteozyme,126.3716903009201
NTD5pp_num1,137.9074561766,18932.0878836,proteozyme,137.2811043614361
NTD5pp_num2,80.334696952,18932.0878836,proteozyme,235.66514347980828
NTD6pp_num1,80.334696952,18118.849698,proteozyme,225.54201839867545
NTD6pp_num2,137.9074561766,18118.849698,proteozyme,131.3841194692009
NTD7pp_num1,137.9074561766,16283.3190876,proteozyme,118.0742473180572
NTD7pp_num2,80.334696952,16283.3190876,proteozyme,202.6934774812095
NTD7pp_num3,130.5943360756,16283.3190876,proteozyme,124.68625804853986
NTD9pp_num1,137.9074561766,17969.2640316,proteozyme,130.29943796939537
NTD9pp_num2,80.334696952,17969.2640316,proteozyme,223.67998776838155
NTD9pp_num3,130.5943360756,17969.2640316,proteozyme,137.59604414388795
PEAMNOpp,222.8900853929,25099.9759116,proteozyme,112.61145091920513
GAL1PPpp,120.6734817634,49931.64198,proteozyme,413.7747684938693
ARGDCpp,390.4123100074,11541.4980408,proteozyme,29.56233127121745
ALLPI,42.4583613218,19201.3374708,proteozyme,452.2392497738999
ALLK,44.6697315557,23208.8621328,proteozyme,519.5657400327152
ALLULPE,34.4843264116,28397.9726244,proteozyme,823.5037647378073
FACOAL100t2pp_num1,164.652845272,19405.0535616,proteozyme,117.85434700228602
FACOAL100t2pp_num2,80.2674696063,19405.0535616,proteozyme,241.7548934428717
GPDDA3pp,107.8895878191,36706.068108,proteozyme,340.21881860875754
GPDDA4pp,107.8895878191,41144.260428,proteozyme,381.3552471531096
GPDDA2pp,107.8895878191,41162.269212,proteozyme,381.5221657998857
FACOAL120t2pp_num1,80.2674696063,19622.5599708,proteozyme,244.4646637927636
FACOAL120t2pp_num2,164.652845272,19622.5599708,proteozyme,119.17534700590386
FACOAL140t2pp_num1,80.2674696063,15392.7964368,proteozyme,191.7688013874036
FACOAL140t2pp_num2,164.652845272,15392.7964368,proteozyme,93.48636770516602
HCYSMT2,44.1439318244,9603.5286816,proteozyme,217.5503695457361
ACGK,71.74320066429999,30240.0,proteozyme,421.5033580882275
DHPTPE,148.7933993199,17759.9522448,proteozyme,119.35981250496734
NADPHQR2,57.8258193314,27721.051182,proteozyme,479.38881804908885
NADPHQR3,57.8258193314,30528.2932092,proteozyme,527.9353334233317
NADPHQR4,57.8258193314,16809.9537852,proteozyme,290.69979430575967
GLBRAN2,111.3899004237,221256.500436,proteozyme,1986.324609272423
ASR,53.0996973055,16666.5574944,proteozyme,313.87292847474856
ECAtpp,59.3815578481,86843.56536,proteozyme,1462.466942718962
O16AT,28.6278868523,23247.175662,proteozyme,812.046511918231
O16GALFT,49.8686903156,22063.75587,proteozyme,442.4370427690576
O16AUNDtpp,59.9401127498,56567.012652,proteozyme,943.7254962819326
O16AP1pp,107.245446827,18394.4046456,proteozyme,171.51688197329645
AGM4PCP,44.3350476775,46441.373436,proteozyme,1047.5092701787926
4PCP,44.3350476775,27706.1782968,proteozyme,624.9272245817582
4PCPpp,27.7889318427,37289.775564,proteozyme,1341.8930880495795
FALDH2,103.968609014,29317.2720552,proteozyme,281.9819591051012
CBIAT,29.0555531497,17689.4696268,proteozyme,608.81544865659
PPDOy,50.1608453032,27609.9056604,proteozyme,550.4274398389899
NTD12pp_num1,80.334696952,17007.5433852,proteozyme,211.7085646736429
NTD12pp_num2,137.9074561766,17007.5433852,proteozyme,123.32577118542936
PPA2_num1,153.5687861787,9737.9170488,proteozyme,63.4107834743741
PPA2_num2,35.5293220092,9737.9170488,proteozyme,274.08113913005303
3NTD7pp_num1,93.5532572906,55966.42332,proteozyme,598.2306222235981
3NTD7pp_num2,130.5943360756,55966.42332,proteozyme,428.55168916055817
3NTD4pp_num1,130.5943360756,46917.559116,proteozyme,359.2618219586476
3NTD4pp_num2,93.5532572906,46917.559116,proteozyme,501.50641970981553
3NTD4pp_num3,130.5943360756,46917.559116,proteozyme,359.2618219586476
3NTD2pp_num1,93.5532572906,44836.482564,proteozyme,479.2615870629344
3NTD2pp_num2,130.5943360756,44836.482564,proteozyme,343.3263946305031
3NTD9pp_num1,93.5532572906,39469.580028,proteozyme,421.8942361931614
3NTD9pp_num2,130.5943360756,39469.580028,proteozyme,302.23041223741416
23PDE7pp,93.5532572906,57434.654484,proteozyme,613.9246900361094
HSTPT,103.9716467919,11880.0,proteozyme,114.2619201153744
THDPS,78.9613571866,8640.0,proteozyme,109.4206116490895
ACONMT,38.310341638,176845.203036,proteozyme,4616.121795703001
GNK_num1,51.6245259418,26754.973524,proteozyme,518.260904790928
GNK_num2,27.741516092,26754.973524,proteozyme,964.4380442392442
HMBS,44.7105434414,468.0,proteozyme,10.46732971638749
RMK,71.412875337,33912.9663948,proteozyme,474.8858834595786
FHL_num1,617.3620553704,166094.043336,proteozyme,269.0383088677976
FHL_num2,411.4107516252,166094.043336,proteozyme,403.71828563030266
MEPCT,67.9861297885,12960.0,proteozyme,190.62711821245944
GLUDy,384.9897443786,180117.918936,proteozyme,467.8512130932806
GLYCLTDy_num1,46.680608448200005,62636.42448,proteozyme,1341.8082274892722
GLYCLTDy_num2,93.498841443,62636.42448,proteozyme,669.9165841342027
LYSDC_num1,1064.414923019,11370.9205044,proteozyme,10.68278944469198
LYSDC_num2,1073.2617247275998,11370.9205044,proteozyme,10.594732153786632
DAAD,125.7568728858,27473.0237568,proteozyme,218.46140991234964
NTPP5_num1,22.8570333834,21294.5677704,proteozyme,931.6418020312844
NTPP5_num2,80.3354894158,21294.5677704,proteozyme,265.0704928202241
NTD3_num1,59.9843586453,11259.2880576,proteozyme,187.7037333045189
NTD3_num2,35.5293220092,11259.2880576,proteozyme,316.90129225332555
NTD3_num3,26.7527854242,11259.2880576,proteozyme,420.8641410256701
GLYOX,37.5553877912,10623.0033648,proteozyme,282.8622999145062
MTRPOX,54.022257246,11031.88203,proteozyme,204.209942205198
AGM4PCPpp,27.7889318427,34105.0165776,proteozyme,1227.287783879293
GTPDPDP,144.9446667979,11616.6591576,proteozyme,80.14547491973195
RNDR2_num1,357.1260567841,10997.845776,proteozyme,30.79541682014183
RNDR2_num2,362.0765781427,10997.845776,proteozyme,30.374363987900864
XAND,171.4355429362,65517.635124,proteozyme,382.1706631067893
HACD3_num1,210.2509481694,39593.451204000005,proteozyme,188.31520879563124
HACD3_num2,101.7948808106,39593.451204000005,proteozyme,388.9532645327003
NNDMBRT,97.702861902,31557.0916368,proteozyme,322.9904531195111
THRA2_num1,119.7058834636,17869.4775252,proteozyme,149.27818924316887
THRA2_num2,192.8048576124,17869.4775252,proteozyme,92.68167693743182
PPK,212.463507099,29958.5374272,proteozyme,141.00556766786517
ABUTD,268.53956636,38704.045068,proteozyme,144.127904847042
E4PD_num1,197.0561617448,9322.4521548,proteozyme,47.30860518268471
E4PD_num2,187.72146649,9322.4521548,proteozyme,49.66108740311067
IG3PS,66.1803689429,32266.5356988,proteozyme,487.5544850262071
DADK,31.151751978,15176.8681848,proteozyme,487.191481092884
DUTPDP_num1,64.0131125272,13211.9680464,proteozyme,206.3947139078117
DUTPDP_num2,21.6219785511,13211.9680464,proteozyme,611.0434350480775
NTP5,51.7654524209,30671.5130388,proteozyme,592.5093204906784
MTAN,64.3320792067,9431.398224,proteozyme,146.60490287740845
DPR_num1,44.735638128400005,9584.9792424,proteozyme,214.25824339175043
DPR_num2,285.6516334253,9584.9792424,proteozyme,33.55478534277852
THRD_L_num1,296.884675713,57035.450556,proteozyme,192.1131510712816
THRD_L_num2,186.1360105808,57035.450556,proteozyme,306.4181421855575
NAMNPP,60.6199146129,9308.6997804,proteozyme,153.5584442809343
SELNPS,96.9110584885,91807.868844,proteozyme,947.3415137127454
CRNCAR,37.2328550246,203054.079888,proteozyme,5453.626367192116
ANHMK,52.1656466399,21852.9927432,proteozyme,418.9154002834746
DHFR_num1,34.8001232359,17578.9038888,proteozyme,505.1391275150861
DHFR_num2,23.7731215362,17578.9038888,proteozyme,739.444496677986
PRAIi,65.3680935479,18000.0,proteozyme,275.36369845037746
TYRTA_num1,115.1010083991,69547.959756,proteozyme,604.2341481045079
TYRTA_num2,115.0071014388,69547.959756,proteozyme,604.7275245260339
TYRTA_num3,270.1798343487,69547.959756,proteozyme,257.4135850059034
SHKK_num1,25.805262874,61262.159292,proteozyme,2374.018028459011
SHKK_num2,25.2938595684,61262.159292,proteozyme,2422.0170562082085
SADH,130.22438755829998,62717.07204,proteozyme,481.6077327445466
GLUSy,1137.514425477,135501.647004,proteozyme,119.12081637749723
GUAPRT_num1,106.270716353,17179.1999604,proteozyme,161.65506877111622
GUAPRT_num2,89.6572410952,17179.1999604,proteozyme,191.60973224860612
PDH,6057.872366534899,270261.520272,proteozyme,44.61327408695299
DMSOR2pp,170.7104385592,79462.906452,proteozyme,465.483582156245
HYD3pp_num1,637.8455275955,29005.9700688,proteozyme,45.474913304079166
HYD3pp_num2,240.0481153586,29005.9700688,proteozyme,120.83398374308806
NO3R1pp_num1,331.465154399,401469.18948,proteozyme,1211.1957596505993
NO3R1pp_num2,626.7796951696,401469.18948,proteozyme,640.5267952583669
AACPS5,117.9971994335,9300.0835404,proteozyme,78.81613788335098
NTD8_num1,33.5460492724,9939.3841836,proteozyme,296.2907525381126
NTD8_num2,35.5293220092,9939.3841836,proteozyme,279.75158605689927
NTD8_num3,59.9843586453,9939.3841836,proteozyme,165.6995991634027
NTD8_num4,26.7527854242,9939.3841836,proteozyme,371.52707749859366
GALCTD,74.4937104368,72941.940504,proteozyme,979.169114765514
MLTG4,91.187488693,40858.37928,proteozyme,448.0700133935862
UDPGDC,588.7125078409,10429.014168,proteozyme,17.714952594175983
PUNP4_num1,236.4285369521,15875.6853492,proteozyme,67.14792365532585
PUNP4_num2,205.6436957135,15875.6853492,proteozyme,77.199961292846
AMAOTr,125.0391648376,3.6,proteozyme,0.0287909792477873
NTD11pp_num1,80.334696952,16148.0229264,proteozyme,201.00932148967271
NTD11pp_num2,137.9074561766,16148.0229264,proteozyme,117.09318244345936
DKGLCNR2x,93.498841443,19157.0607468,proteozyme,204.89088903287404
ACGS,389.8540192603001,820800.0,proteozyme,2105.403457318118
PDE1_num1,238.4269985784,123619.649436,proteozyme,518.4800805826156
PDE1_num2,40.862075074,123619.649436,proteozyme,3025.290546604119
MCITD,71.2580807414,37457.914644,proteozyme,525.6655000285106
GLCATr,79.626762624,10408.4389476,proteozyme,130.71533495275912
ALAALAr_num1,51.9272471134,17736.166954800003,proteozyme,341.55800549309544
ALAALAr_num2,86.7475781762,17736.166954800003,proteozyme,204.45720016269092
ACACT1r_num1,61.4562280765,64745.496936,proteozyme,1053.522140268771
ACACT1r_num2,213.1858378527,64745.496936,proteozyme,303.7044936387176
ACACT1r_num3,107.9763626052,64745.496936,proteozyme,599.6265791313288
G2PPpp_num1,137.9074561766,26350.740378,proteozyme,191.0755307113784
G2PPpp_num2,130.5943360756,26350.740378,proteozyme,201.7755223530197
AGM3PApp_num1,60.2726833912,23614.9081668,proteozyme,391.8011748958874
AGM3PApp_num2,63.3775565596,23614.9081668,proteozyme,372.6067940879456
AGM3PApp_num3,41.4882535533,23614.9081668,proteozyme,569.1950406266657
AGM3PApp_num4,41.0395869652,23614.9081668,proteozyme,575.4177834885263
SUCOAS,187.99922505190003,28613.0598444,proteozyme,152.1977542008534
NTP1_num1,81.8698314099,27027.3266172,proteozyme,330.12559268482573
NTP1_num2,51.7654524209,27027.3266172,proteozyme,522.1112798830263
GALKr,54.7356067433,44343.204804,proteozyme,810.1345256290211
PANTS,83.4666459669,72.0,proteozyme,0.8626200222368192
YUMPS,130.3995220581,17972.1652248,proteozyme,137.82385810273473
DHQS,51.352975013,280800.0,proteozyme,5468.037634215262
PGCD,233.3846834963,72000.0,proteozyme,308.5035355421748
ADSL1r,272.3053543376,36000.0,proteozyme,132.20452490760704
SERD_D,63.2658191638,27507.1333248,proteozyme,434.7866460652623
AICART,75.7188594716,36000.0,proteozyme,475.4429774989226
PFK_num1,184.0737556186,1000800.0,proteozyme,5436.951056041108
PFK_num2,85.734016976,1000800.0,proteozyme,11673.312826111478
PGM_num1,75.4330441944,164087.709444,proteozyme,2175.2762492406687
PGM_num2,74.2193858847,164087.709444,proteozyme,2210.847037981568
TPI,71.2472504028,259200.0,proteozyme,3638.0351316661263
RPI_num1,60.38679817839999,71002.38272400001,proteozyme,1175.7931346887865
RPI_num2,42.4583613218,71002.38272400001,proteozyme,1672.2826909371147
PERD,109.2745503869,72.0,proteozyme,0.6588908372999489
PYDAMK,81.4848260804,9300.6959256,proteozyme,114.14021938787876
FADRx2,700.2192966750999,51368.766948,proteozyme,73.36097018736542
PDE4,238.4269985784,64875.806712000005,proteozyme,272.09924672464234
AGM4PH,49.654064703100005,9954.435204,proteozyme,200.47573675027903
AM4PA,27.1236584826,20712.188592,proteozyme,763.6207558536765
ATHRDHr,143.9585776761,13509.7158924,proteozyme,93.8444663074973
LSERDHr,143.9585776761,14125.3711128,proteozyme,98.12107997191676
DSERDHr,143.9585776761,15835.5218304,proteozyme,110.00054380940868
OBTFL_num1,262.7264481551,21920.4248436,proteozyme,83.43440486303581
OBTFL_num2,281.5926338417,21920.4248436,proteozyme,77.84445404180133
OBTFL_num3,150.75276606539998,21920.4248436,proteozyme,145.40645200559985
G6PP_num1,39.2371280521,9870.7434372,proteozyme,251.566409857862
